"YEAR","MONTH","site_merged","mean_min_temp","mean_max_temp","mean_min_light","mean_max_light","MY"
2019,1,"SJD",3.98816129032258,15.6761612903226,111.803225806452,60917.0709677419,2019-01-01
2019,2,"FAR",8.41060714285714,30.4552142857143,141.085714285714,176602.757142857,2019-02-01
2019,2,"LSA",6.23017857142857,20.9981428571429,77.6607142857143,18120.3464285714,2019-02-01
2019,2,"QUD",7.67396428571429,20.0892857142857,222.978571428571,17603.6964285714,2019-02-01
2019,2,"SEI",4.30878571428571,22.6068928571429,86.4964285714286,63980.9892857143,2019-02-01
2019,2,"SJD",4.12160714285714,19.1011071428571,43.4535714285714,46364.9964285714,2019-02-01
2019,3,"FAR",10.5367741935484,31.3137096774194,88.2,146334.303225806,2019-03-01
2019,3,"LSA",7.60851612903226,26.4568387096774,70.8354838709677,56822.6032258065,2019-03-01
2019,3,"QUD",8.00325806451613,23.9765806451613,93.7645161290323,55155.9225806452,2019-03-01
2019,3,"SEI",6.48848387096774,24.3726451612903,72.9225806451613,88711.6935483871,2019-03-01
2019,3,"SJD",6.7168064516129,23.0097419354839,83.6838709677419,72422.7032258065,2019-03-01
2019,4,"FAR",10.6584666666667,26.6956333333333,40.5666666666667,58372.2333333333,2019-04-01
2019,4,"LSA",10.3383666666667,25.0444333333333,92.9266666666667,87937.24,2019-04-01
2019,4,"QUD",10.5204,22.2097666666667,117.326666666667,35374.69,2019-04-01
2019,4,"SEI",9.34116666666667,23.3219,110.156666666667,84642.0433333333,2019-04-01
2019,4,"SJD",9.45373333333333,20.0195333333333,62.0766666666667,43371.5833333333,2019-04-01
2019,5,"FAR",15.0993870967742,31.872064516129,46.1870967741935,80356.0838709677,2019-05-01
2019,5,"LSA",12.5210322580645,32.0528064516129,120.845161290323,147645.422580645,2019-05-01
2019,5,"QUD",12.0726451612903,27.2963225806452,217.370967741935,28866.8451612903,2019-05-01
2019,5,"SEI",11.0525806451613,28.2157741935484,162.154838709677,122300.796774194,2019-05-01
2019,5,"SJD",11.5198387096774,24.6935161290323,70.141935483871,38428.0290322581,2019-05-01
2019,6,"FAR",15.5220333333333,35.1731,53.8166666666667,110865.92,2019-06-01
2019,6,"LSA",12.5275333333333,31.5195666666667,41.26,158721.036666667,2019-06-01
2019,6,"QUD",12.9202666666667,27.4189666666667,34.8066666666667,27590.18,2019-06-01
2019,6,"SEI",12.2016333333333,26.7428,38.7633333333333,104596.98,2019-06-01
2019,6,"SJD",11.6396333333333,24.7253333333333,35.1733333333333,39025.8233333333,2019-06-01
2019,7,"FAR",17.4394838709677,37.0811612903226,53.1225806451613,64800.435483871,2019-07-01
2019,7,"LSA",15.5711612903226,33.3313548387097,66.6709677419355,148623.2,2019-07-01
2019,7,"QUD",16.3205161290323,28.6823548387097,52.4322580645161,23133.4806451613,2019-07-01
2019,7,"SEI",16.1163548387097,29.5556129032258,23.9741935483871,70622.6870967742,2019-07-01
2019,7,"SJD",15.3275806451613,27.4762258064516,35.4225806451613,52111.4580645161,2019-07-01
2019,8,"FAR",18.2695806451613,40.0460322580645,21.8806451612903,98356.2032258065,2019-08-01
2019,8,"LSA",12.4672903225806,33.7305806451613,168.058064516129,144000.951612903,2019-08-01
2019,8,"QUD",15.0161612903226,30.2133870967742,129.512903225806,52144.7967741935,2019-08-01
2019,8,"SEI",15.1943225806452,31.1106129032258,160.761290322581,100733.996774194,2019-08-01
2019,8,"SJD",13.8183870967742,25.816935483871,137.5,37066.9129032258,2019-08-01
2019,9,"FAR",17.4469,37.0177666666667,27.2766666666667,73918.2633333333,2019-09-01
2019,9,"LSA",12.9438333333333,35.5430333333333,368.856666666667,122806.733333333,2019-09-01
2019,9,"QUD",13.0573666666667,28.6306333333333,192.676666666667,41838.7933333333,2019-09-01
2019,9,"SEI",13.0884333333333,30.3709,151.42,77707.1866666667,2019-09-01
2019,9,"SJD",12.7345333333333,26.8771,162.906666666667,71231.5766666667,2019-09-01
2019,10,"FAR",14.8643870967742,29.7074193548387,22.9322580645161,43689.1870967742,2019-10-01
2019,10,"LSA",12.8617419354839,29.954064516129,181.938709677419,79133.8516129032,2019-10-01
2019,10,"QUD",12.5189677419355,25.2806774193548,153.48064516129,33575.2193548387,2019-10-01
2019,10,"SEI",12.0864838709677,25.3640322580645,81.258064516129,62772.6290322581,2019-10-01
2019,10,"SJD",11.8649032258065,24.039,150.687096774194,53267.0225806452,2019-10-01
2019,11,"FAR",12.5894666666667,21.8240666666667,36.2466666666667,21309.7733333333,2019-11-01
2019,11,"LSA",13.1072,22.9363333333333,241.12,45650.6733333333,2019-11-01
2019,11,"QUD",12.1846333333333,18.3436,247.57,15810.1066666667,2019-11-01
2019,11,"SEI",10.9434666666667,18.2132333333333,63.1533333333333,16986.97,2019-11-01
2019,11,"SJD",9.67326666666667,18.6729333333333,88.9966666666667,27928.8966666667,2019-11-01
2019,12,"FAR",10.8848709677419,18.6662903225806,53.4838709677419,5607.68064516129,2019-12-01
2019,12,"LSA",9.4821935483871,22.2190967741935,301.051612903226,40433.6161290323,2019-12-01
2019,12,"QUD",9.28374193548387,18.2744516129032,137.158064516129,15954.9580645161,2019-12-01
2019,12,"SEI",7.60074193548387,18.0278709677419,66.6677419354839,41439.1580645161,2019-12-01
2019,12,"SJD",6.77683870967742,16.5433548387097,88.558064516129,32172.4419354839,2019-12-01
2020,1,"FAR",8.53248387096774,23.7407741935484,387.161290322581,81133.8709677419,2020-01-01
2020,1,"LSA",7.54738709677419,21.726064516129,178.125806451613,65778.2096774193,2020-01-01
2020,1,"QUD",7.65487096774194,17.7430322580645,117.016129032258,17094.5548387097,2020-01-01
2020,1,"SEI",6.11461290322581,17.2085806451613,70.8451612903226,38472.4741935484,2020-01-01
2020,1,"SJD",6.07222580645161,15.3582258064516,124.306451612903,24244.6,2020-01-01
2020,2,"FAR",9.70665517241379,25.0888275862069,175.572413793103,55562.8103448276,2020-02-01
2020,2,"LSA",7.806,24.9571379310345,233.851724137931,72333.8068965517,2020-02-01
2020,2,"QUD",9.88672413793103,23.1802068965517,249.427586206897,34141.8034482759,2020-02-01
2020,2,"SEI",8.5788275862069,21.7946896551724,191.527586206897,61691.5965517241,2020-02-01
2020,2,"SJD",7.95620689655172,18.6004137931034,98.3689655172414,40799.1172413793,2020-02-01
2020,3,"FAR",10.5853870967742,24.7091935483871,263.551612903226,55622.5806451613,2020-03-01
2020,3,"LSA",9.403,25.8475161290323,93.0612903225806,87378.3483870968,2020-03-01
2020,3,"QUD",8.53048387096774,23.1480322580645,143.064516129032,42783.6129032258,2020-03-01
2020,3,"SEI",8.4941935483871,20.7418064516129,53.4774193548387,51878.1290322581,2020-03-01
2020,3,"SJD",7.73132258064516,18.256935483871,126.390322580645,36022.4548387097,2020-03-01
2020,4,"FAR",13.0537666666667,25.7909,105.486666666667,67098.23,2020-04-01
2020,4,"LSA",11.2094666666667,27.435,103.706666666667,96422.12,2020-04-01
2020,4,"QUD",11.136,22.4030666666667,114.456666666667,31631.69,2020-04-01
2020,4,"SEI",10.6727,23.4595,52.03,50897.7466666667,2020-04-01
2020,4,"SJD",10.0371666666667,20.3193666666667,94.37,27659.0666666667,2020-04-01
2020,5,"FAR",15.8641935483871,29.8545161290323,364.945161290323,84622.7774193548,2020-05-01
2020,5,"LSA",13.0955806451613,33.9722580645161,298.261290322581,136445.34516129,2020-05-01
2020,5,"QUD",14.0307741935484,27.6457741935484,214.245161290323,29000.1935483871,2020-05-01
2020,5,"SEI",13.4031612903226,33.5151935483871,37.1548387096774,88811.6903225806,2020-05-01
2020,5,"SJD",12.6131935483871,24.905935483871,99.3225806451613,47566.9838709677,2020-05-01
2020,6,"FAR",16.4254666666667,30.2110333333333,40.9233333333333,74584.1866666667,2020-06-01
2020,6,"LSA",14.0635666666667,31.6362333333333,33.36,88821.3266666667,2020-06-01
2020,6,"QUD",13.4376,26.7574333333333,34.81,34593.93,2020-06-01
2020,6,"SEI",13.4270666666667,30.3031,38.3933333333333,92633.2066666667,2020-06-01
2020,6,"SJD",12.0606,24.5440333333333,14.3666666666667,41609.1666666667,2020-06-01
2020,7,"FAR",19.8057741935484,34.5968064516129,34.0548387096774,71822.7032258065,2020-07-01
2020,7,"LSA",14.9301612903226,32.8013225806452,53.4870967741935,59111.5,2020-07-01
2020,7,"QUD",14.4863548387097,29.1691612903226,74.3064516129032,27989.0806451613,2020-07-01
2020,7,"SEI",15.3431612903226,34.0033225806452,59.7225806451613,114578.535483871,2020-07-01
2020,7,"SJD",14.0729677419355,28.6279677419355,39.241935483871,62422.6419354839,2020-07-01
2020,8,"FAR",18.4051290322581,33.8759677419355,194.451612903226,69556.0129032258,2020-08-01
2020,8,"LSA",14.4370967741935,35.1609032258065,85.4225806451613,130800.858064516,2020-08-01
2020,8,"QUD",15.1358064516129,28.3392580645161,86.1161290322581,36944.6806451613,2020-08-01
2020,8,"SEI",15.6477096774194,30.7664516129032,133.338709677419,91933.9451612903,2020-08-01
2020,8,"SJD",14.2385161290323,25.9281290322581,95.141935483871,33666.8870967742,2020-08-01
2020,9,"FAR",18.0833666666667,32.7790333333333,371.356666666667,65858.21,2020-09-01
2020,9,"LSA",15.1679666666667,31.5902,301.023333333333,96617.3,2020-09-01
2020,9,"QUD",13.9131,28.1243666666667,307.49,31447.99,2020-09-01
2020,9,"SEI",13.654,29.6486333333333,308.216666666667,67006.3733333333,2020-09-01
2020,9,"SJD",12.7472,25.7673666666667,142.8,40552.8566666667,2020-09-01
2020,10,"FAR",13.0676451612903,27.2977419354839,134.732258064516,49122.5516129032,2020-10-01
2020,10,"LSA",11.8778709677419,25.7566129032258,87.8612903225806,41139.1516129032,2020-10-01
2020,10,"QUD",11.1773225806452,21.8003870967742,105.209677419355,12488.9709677419,2020-10-01
2020,10,"SEI",10.7372580645161,23.5050322580645,163.538709677419,39755.8193548387,2020-10-01
2020,10,"SJD",10.0513870967742,20.8847419354839,71.2,34083.5580645161,2020-10-01
2020,11,"FAR",13.5447,22.4632333333333,64.9533333333333,52516.65,2020-11-01
2020,11,"LSA",11.6394666666667,20.8038333333333,213.49,10970.6366666667,2020-11-01
2020,11,"QUD",11.4957666666667,19.5292,224.26,8060.04666666667,2020-11-01
2020,11,"SEI",9.68633333333333,21.5014,171.866666666667,26998.8933333333,2020-11-01
2020,11,"SJD",9.81193333333333,18.9485333333333,103.693333333333,21860.8833333333,2020-11-01
2020,12,"FAR",10.0539032258065,19.799064516129,283.338709677419,41172.4935483871,2020-12-01
2020,12,"LSA",9.47587096774194,17.7191290322581,140.977419354839,9205.60322580645,2020-12-01
2020,12,"QUD",9.00377419354839,15.183935483871,69.7935483870968,6830.59677419355,2020-12-01
2020,12,"SEI",7.74961290322581,15.0957419354839,109.367741935484,13305.6419354839,2020-12-01
2020,12,"SJD",7.77096774193548,14.9116129032258,57.641935483871,13305.6483870968,2020-12-01
2021,1,"FAR",7.24203225806452,17.6977741935484,216.332258064516,41050.2709677419,2021-01-01
2021,1,"LSA",6.89770967741936,15.9863870967742,123.958064516129,12050.0903225806,2021-01-01
2021,1,"QUD",6.38048387096774,14.2437741935484,69.7935483870968,7922.97096774194,2021-01-01
2021,1,"SEI",4.32196774193548,14.4793225806452,116.667741935484,15794.5451612903,2021-01-01
2021,1,"SJD",3.55854838709677,12.9743225806452,52.4225806451613,13672.3161290323,2021-01-01
2021,2,"FAR",11.6080714285714,19.3387857142857,129.171428571429,23520.7892857143,2021-02-01
