"YEAR","MONTH","DAY","min_temp","max_temp","min_light","max_light","MY","range_temp","range_light","site"
2016,2,25,12.594,19.187,355.2,22044.6,2016-02-01,6.593,21689.4,"sjd"
2016,2,26,7.983,10.944,473.6,7577.8,2016-02-01,2.961,7104.2,"sjd"
2016,2,27,3.788,12.883,301.4,35822.5,2016-02-01,9.095,35521.1,"sjd"
2016,2,28,7.179,16.427,32.3,187379,2016-02-01,9.248,187346.7,"sjd"
2016,2,29,3.367,17.189,64.6,99200.7,2016-02-01,13.822,99136.1,"sjd"
2016,3,1,0.784,18.996,75.3,132267.5,2016-03-01,18.212,132192.2,"sjd"
2016,3,2,9.373,16.046,10.8,23422.4,2016-03-01,6.673,23411.6,"sjd"
2016,3,3,9.176,20.996,183,159823.3,2016-03-01,11.82,159640.3,"sjd"
2016,3,4,8.978,14.9,21.5,16533.4,2016-03-01,5.922,16511.9,"sjd"
2016,3,5,8.68,18.236,118.4,55111.5,2016-03-01,9.556,54993.1,"sjd"
2016,3,6,3.367,15.76,312.2,71644.9,2016-03-01,12.393,71332.7,"sjd"
2016,3,7,9.275,17.189,236.8,110223,2016-03-01,7.914,109986.2,"sjd"
2016,3,8,6.573,18.901,366,93689.5,2016-03-01,12.328,93323.5,"sjd"
2016,3,9,7.782,15.378,86.1,28933.5,2016-03-01,7.596,28847.4,"sjd"
2016,3,10,10.259,18.045,441.3,104711.8,2016-03-01,7.786,104270.5,"sjd"
2016,3,11,6.37,19.472,441.3,132267.5,2016-03-01,13.102,131826.2,"sjd"
2016,3,12,-1.001,22.908,1259.4,104711.8,2016-03-01,23.909,103452.4,"sjd"
2016,3,13,-1.799,19.662,775,115734.1,2016-03-01,21.461,114959.1,"sjd"
2016,3,14,7.882,21.664,559.7,88178.4,2016-03-01,13.782,87618.7,"sjd"
2016,3,15,9.077,16.618,161.5,12400.1,2016-03-01,7.541,12238.6,"sjd"
2016,3,16,3.472,19.662,947.2,85422.8,2016-03-01,16.19,84475.6,"sjd"
2016,3,17,6.573,20.424,1463.9,68889.3,2016-03-01,13.851,67425.4,"sjd"
2016,3,18,9.176,18.045,10.8,30311.3,2016-03-01,8.869,30300.5,"sjd"
2016,3,19,9.176,19.853,21.5,99200.7,2016-03-01,10.677,99179.2,"sjd"
2016,3,20,2.41,21.187,10.8,143289.8,2016-03-01,18.777,143279,"sjd"
2016,3,21,3.367,21.664,32.3,121245.2,2016-03-01,18.297,121212.9,"sjd"
2016,3,22,1.003,21.473,10.8,143289.8,2016-03-01,20.47,143279,"sjd"
2016,3,23,8.182,21.091,21.5,154312.1,2016-03-01,12.909,154290.6,"sjd"
2016,3,24,-0.213,21.76,21.5,132267.5,2016-03-01,21.973,132246,"sjd"
2016,3,25,7.682,19.282,1184,44089.2,2016-03-01,11.6,42905.2,"sjd"
2016,3,26,11.528,17.95,86.1,30311.3,2016-03-01,6.422,30225.2,"sjd"
2016,3,27,10.553,22.333,21.5,77156.1,2016-03-01,11.78,77134.6,"sjd"
2016,3,28,13.269,14.517,10.8,6200,2016-03-01,1.248,6189.2,"sjd"
2016,3,29,13.558,22.142,53.8,68889.3,2016-03-01,8.584,68835.5,"sjd"
2016,3,30,8.082,24.158,226,74400.5,2016-03-01,16.076,74174.5,"sjd"
2016,3,31,9.669,20.615,10.8,198401.3,2016-03-01,10.946,198390.5,"sjd"
2016,4,1,-1.228,23.677,10.8,209423.6,2016-04-01,24.905,209412.8,"sjd"
2016,4,2,6.978,18.045,107.6,33066.9,2016-04-01,11.067,32959.3,"sjd"
2016,4,3,9.669,19.758,43.1,37200.2,2016-04-01,10.089,37157.1,"sjd"
2016,4,4,10.944,18.806,129.2,110223,2016-04-01,7.862,110093.8,"sjd"
2016,4,5,8.481,23.292,139.9,148801,2016-04-01,14.811,148661.1,"sjd"
2016,4,6,8.68,24.835,150.7,148801,2016-04-01,16.155,148650.3,"sjd"
2016,4,7,6.471,22.238,86.1,121245.2,2016-04-01,15.767,121159.1,"sjd"
2016,4,8,8.779,19.662,215.3,115734.1,2016-04-01,10.883,115518.8,"sjd"
2016,4,9,8.779,21.187,53.8,63378.2,2016-04-01,12.408,63324.4,"sjd"
2016,4,10,7.28,20.901,53.8,104711.8,2016-04-01,13.621,104658,"sjd"
2016,4,11,5.962,21.664,193.8,42711.4,2016-04-01,15.702,42517.6,"sjd"
2016,4,12,7.682,22.908,129.2,170845.6,2016-04-01,15.226,170716.4,"sjd"
2016,4,13,9.768,23.581,129.2,63378.2,2016-04-01,13.813,63249,"sjd"
2016,4,14,12.883,19.092,21.5,37200.2,2016-04-01,6.209,37178.7,"sjd"
2016,4,15,12.787,18.521,21.5,28933.5,2016-04-01,5.734,28912,"sjd"
2016,4,16,12.207,27.173,107.6,132267.5,2016-04-01,14.966,132159.9,"sjd"
2016,4,17,11.722,25.513,150.7,220445.9,2016-04-01,13.791,220295.2,"sjd"
2016,4,18,1.548,22.142,172.2,30311.3,2016-04-01,20.594,30139.1,"sjd"
2016,4,19,13.461,24.545,150.7,126756.4,2016-04-01,11.084,126605.7,"sjd"
2016,4,20,10.846,26.585,333.7,44089.2,2016-04-01,15.739,43755.5,"sjd"
2016,4,21,12.304,23.869,775,63378.2,2016-04-01,11.565,62603.2,"sjd"
2016,4,22,11.431,26.585,409,44089.2,2016-04-01,15.154,43680.2,"sjd"
2016,4,23,11.819,25.513,387.5,63378.2,2016-04-01,13.694,62990.7,"sjd"
2016,4,24,5.962,26.195,409,126756.4,2016-04-01,20.233,126347.4,"sjd"
2016,4,25,5.037,27.272,236.8,104711.8,2016-04-01,22.235,104475,"sjd"
2016,4,26,12.401,26.097,290.6,52355.9,2016-04-01,13.696,52065.3,"sjd"
2016,4,27,8.481,23.004,656.6,31689.1,2016-04-01,14.523,31032.5,"sjd"
2016,4,28,9.176,23.581,592,28933.5,2016-04-01,14.405,28341.5,"sjd"
2016,4,29,4.102,23.292,505.9,52355.9,2016-04-01,19.19,51850,"sjd"
2016,4,30,10.846,23.388,710.4,176356.7,2016-04-01,12.542,175646.3,"sjd"
2016,5,1,11.431,26.585,419.8,26178,2016-05-01,15.154,25758.2,"sjd"
2016,5,2,2.73,28.258,452.1,93689.5,2016-05-01,25.528,93237.4,"sjd"
2016,5,3,5.347,27.468,484.4,60622.6,2016-05-01,22.121,60138.2,"sjd"
2016,5,4,5.962,33.743,1377.8,57867,2016-05-01,27.781,56489.2,"sjd"
2016,5,5,13.654,16.999,183,10333.4,2016-05-01,3.345,10150.4,"sjd"
2016,5,6,13.461,15.664,301.4,10333.4,2016-05-01,2.203,10032,"sjd"
2016,5,7,11.916,14.134,236.8,8266.7,2016-05-01,2.218,8029.9,"sjd"
2016,5,8,12.013,21.378,871.9,68889.3,2016-05-01,9.365,68017.4,"sjd"
2016,5,9,12.207,18.426,914.9,88178.4,2016-05-01,6.219,87263.5,"sjd"
2016,5,10,11.236,19.282,236.8,23422.4,2016-05-01,8.046,23185.6,"sjd"
2016,5,11,10.944,14.613,290.6,8611.2,2016-05-01,3.669,8320.6,"sjd"
2016,5,12,10.259,21.091,785.8,68889.3,2016-05-01,10.832,68103.5,"sjd"
2016,5,13,12.787,18.616,538.2,21355.7,2016-05-01,5.829,20817.5,"sjd"
2016,5,14,13.365,21.282,10.8,28933.5,2016-05-01,7.917,28922.7,"sjd"
2016,5,15,12.401,23.196,10.8,57867,2016-05-01,10.795,57856.2,"sjd"
2016,5,16,13.654,20.805,10.8,24800.2,2016-05-01,7.151,24789.4,"sjd"
2016,5,17,14.325,21.187,10.8,27555.7,2016-05-01,6.862,27544.9,"sjd"
2016,5,18,14.325,25.319,10.8,110223,2016-05-01,10.994,110212.2,"sjd"
2016,5,19,14.325,24.158,10.8,143289.8,2016-05-01,9.833,143279,"sjd"
2016,5,20,14.421,20.424,10.8,28933.5,2016-05-01,6.003,28922.7,"sjd"
2016,5,21,12.401,18.331,21.5,13777.9,2016-05-01,5.93,13756.4,"sjd"
2016,5,22,12.401,23.292,10.8,88178.4,2016-05-01,10.891,88167.6,"sjd"
2016,5,23,6.37,23.196,10.8,99200.7,2016-05-01,16.826,99189.9,"sjd"
2016,5,24,13.269,22.717,86.1,22044.6,2016-05-01,9.448,21958.5,"sjd"
2016,5,25,11.528,23.1,21.5,28933.5,2016-05-01,11.572,28912,"sjd"
2016,5,26,7.179,24.448,21.5,93689.5,2016-05-01,17.269,93668,"sjd"
2016,5,27,11.819,24.931,21.5,63378.2,2016-05-01,13.112,63356.7,"sjd"
2016,5,28,14.23,23.1,43.1,85422.8,2016-05-01,8.87,85379.7,"sjd"
2016,5,29,14.613,24.158,43.1,93689.5,2016-05-01,9.545,93646.4,"sjd"
2016,5,30,14.134,23.869,21.5,126756.4,2016-05-01,9.735,126734.9,"sjd"
2016,5,31,9.768,24.255,32.3,66133.8,2016-05-01,14.487,66101.5,"sjd"
2016,6,1,8.382,27.37,43.1,121245.2,2016-06-01,18.988,121202.1,"sjd"
2016,6,2,8.282,29.053,43.1,88178.4,2016-06-01,20.771,88135.3,"sjd"
2016,6,3,12.401,25.125,10.8,26178,2016-06-01,12.724,26167.2,"sjd"
2016,6,4,15.187,26.195,21.5,79911.6,2016-06-01,11.008,79890.1,"sjd"
2016,6,5,12.98,26,43.1,27555.7,2016-06-01,13.02,27512.6,"sjd"
2016,6,6,15.378,26.292,32.3,46844.8,2016-06-01,10.914,46812.5,"sjd"
2016,6,7,9.373,25.902,53.8,93689.5,2016-06-01,16.529,93635.7,"sjd"
2016,6,8,16.523,24.448,21.5,74400.5,2016-06-01,7.925,74379,"sjd"
2016,6,9,10.944,26.097,21.5,27555.7,2016-06-01,15.153,27534.2,"sjd"
2016,6,10,15.76,25.513,53.8,55111.5,2016-06-01,9.753,55057.7,"sjd"
2016,6,11,13.654,24.738,53.8,93689.5,2016-06-01,11.084,93635.7,"sjd"
2016,6,12,15.855,27.764,21.5,74400.5,2016-06-01,11.909,74379,"sjd"
2016,6,13,16.523,22.525,10.8,22044.6,2016-06-01,6.002,22033.8,"sjd"
2016,6,14,8.68,23.773,64.6,27555.7,2016-06-01,15.093,27491.1,"sjd"
2016,6,15,14.804,23.966,21.5,110223,2016-06-01,9.162,110201.5,"sjd"
2016,6,16,14.325,22.525,10.8,46844.8,2016-06-01,8.2,46834,"sjd"
2016,6,17,12.594,24.448,53.8,110223,2016-06-01,11.854,110169.2,"sjd"
2016,6,18,12.98,24.448,75.3,88178.4,2016-06-01,11.468,88103.1,"sjd"
2016,6,19,11.334,25.222,43.1,154312.1,2016-06-01,13.888,154269,"sjd"
2016,6,20,10.748,24.835,21.5,60622.6,2016-06-01,14.087,60601.1,"sjd"
2016,6,21,14.613,25.416,10.8,44089.2,2016-06-01,10.803,44078.4,"sjd"
2016,6,22,15.664,24.641,32.3,27555.7,2016-06-01,8.977,27523.4,"sjd"
2016,6,23,16.808,23.196,21.5,21355.7,2016-06-01,6.388,21334.2,"sjd"
2016,6,24,16.141,26.195,10.8,93689.5,2016-06-01,10.054,93678.7,"sjd"
2016,6,25,10.553,25.222,53.8,60622.6,2016-06-01,14.669,60568.8,"sjd"
2016,6,26,13.654,26.879,53.8,82667.2,2016-06-01,13.225,82613.4,"sjd"
2016,6,27,12.594,26.488,64.6,93689.5,2016-06-01,13.894,93624.9,"sjd"
2016,6,28,13.75,25.708,53.8,79911.6,2016-06-01,11.958,79857.8,"sjd"
2016,6,29,11.431,25.805,53.8,110223,2016-06-01,14.374,110169.2,"sjd"
2016,6,30,15.282,24.931,21.5,24800.2,2016-06-01,9.649,24778.7,"sjd"
2016,7,1,15.378,24.545,10.8,22044.6,2016-07-01,9.167,22033.8,"sjd"
2016,7,2,13.75,26.195,32.3,198401.3,2016-07-01,12.445,198369,"sjd"
2016,7,3,13.365,26,43.1,33066.9,2016-07-01,12.635,33023.8,"sjd"
2016,7,4,10.357,26,10.8,88178.4,2016-07-01,15.643,88167.6,"sjd"
2016,7,5,15.569,23.004,21.5,26178,2016-07-01,7.435,26156.5,"sjd"
2016,7,6,15.091,27.173,10.8,110223,2016-07-01,12.082,110212.2,"sjd"
2016,7,7,12.497,27.764,10.8,82667.2,2016-07-01,15.267,82656.4,"sjd"
2016,7,8,15.473,24.931,107.6,28933.5,2016-07-01,9.458,28825.9,"sjd"
2016,7,9,15.664,26.39,21.5,74400.5,2016-07-01,10.726,74379,"sjd"
2016,7,10,15.76,24.835,10.8,28933.5,2016-07-01,9.075,28922.7,"sjd"
2016,7,11,15.76,27.665,10.8,37200.2,2016-07-01,11.905,37189.4,"sjd"
2016,7,12,13.558,26.977,10.8,79911.6,2016-07-01,13.419,79900.8,"sjd"
2016,7,13,12.98,26.292,21.5,121245.2,2016-07-01,13.312,121223.7,"sjd"
2016,7,14,7.682,28.06,10.8,71644.9,2016-07-01,20.378,71634.1,"sjd"
2016,7,15,19.472,38.49,10.8,82667.2,2016-07-01,19.018,82656.4,"sjd"
2016,7,16,9.768,33.222,10.8,66133.8,2016-07-01,23.454,66123,"sjd"
2016,7,17,12.401,26.488,21.5,49600.3,2016-07-01,14.087,49578.8,"sjd"
2016,7,18,14.9,23.773,64.6,44089.2,2016-07-01,8.873,44024.6,"sjd"
2016,7,19,16.332,29.152,75.3,68889.3,2016-07-01,12.82,68814,"sjd"
2016,7,20,17.189,28.853,43.1,33066.9,2016-07-01,11.664,33023.8,"sjd"
2016,7,21,15.855,28.456,53.8,104711.8,2016-07-01,12.601,104658,"sjd"
2016,7,22,17.189,28.159,64.6,137778.7,2016-07-01,10.97,137714.1,"sjd"
2016,7,23,14.23,27.468,10.8,39955.8,2016-07-01,13.238,39945,"sjd"
2016,7,24,12.304,34.479,53.8,46844.8,2016-07-01,22.175,46791,"sjd"
2016,7,25,9.768,27.961,10.8,34444.7,2016-07-01,18.193,34433.9,"sjd"
2016,7,26,8.481,29.053,43.1,63378.2,2016-07-01,20.572,63335.1,"sjd"
2016,7,27,16.713,29.752,32.3,33066.9,2016-07-01,13.039,33034.6,"sjd"
2016,7,28,10.455,30.963,32.3,31689.1,2016-07-01,20.508,31656.8,"sjd"
2016,7,29,9.965,31.778,21.5,30311.3,2016-07-01,21.813,30289.8,"sjd"
2016,7,30,16.427,24.448,301.4,20666.8,2016-07-01,8.021,20365.4,"sjd"
2016,7,31,16.332,30.862,10.8,154312.1,2016-07-01,14.53,154301.3,"sjd"
2016,8,1,8.282,29.252,32.3,28933.5,2016-08-01,20.97,28901.2,"sjd"
2016,8,2,8.082,30.659,10.8,38578,2016-08-01,22.577,38567.2,"sjd"
2016,8,3,14.804,31.37,376.7,143289.8,2016-08-01,16.566,142913.1,"sjd"
2016,8,4,16.999,24.641,21.5,18600.1,2016-08-01,7.642,18578.6,"sjd"
2016,8,5,15.282,32.291,10.8,104711.8,2016-08-01,17.009,104701,"sjd"
2016,8,6,8.581,39.843,10.8,242490.5,2016-08-01,31.262,242479.7,"sjd"
2016,8,7,10.455,40.415,322.9,110223,2016-08-01,29.96,109900.1,"sjd"
2016,8,8,14.421,36.837,871.9,88178.4,2016-08-01,22.416,87306.5,"sjd"
2016,8,9,12.883,30.659,592,187379,2016-08-01,17.776,186787,"sjd"
2016,8,10,11.916,31.88,398.3,126756.4,2016-08-01,19.964,126358.1,"sjd"
2016,8,11,19.853,31.472,279.9,110223,2016-08-01,11.619,109943.1,"sjd"
2016,8,12,10.161,35.542,398.3,88178.4,2016-08-01,25.381,87780.1,"sjd"
2016,8,13,9.373,29.552,312.2,63378.2,2016-08-01,20.179,63066,"sjd"
2016,8,14,13.75,29.652,43.1,88178.4,2016-08-01,15.902,88135.3,"sjd"
2016,8,15,16.332,31.778,118.4,85422.8,2016-08-01,15.446,85304.4,"sjd"
2016,8,16,8.182,31.88,344.4,68889.3,2016-08-01,23.698,68544.9,"sjd"
2016,8,17,17.57,28.555,139.9,35822.5,2016-08-01,10.985,35682.6,"sjd"
2016,8,18,13.173,31.88,139.9,77156.1,2016-08-01,18.707,77016.2,"sjd"
2016,8,19,16.046,22.525,53.8,14466.8,2016-08-01,6.479,14413,"sjd"
2016,8,20,14.709,32.704,301.4,77156.1,2016-08-01,17.995,76854.7,"sjd"
2016,8,21,7.983,31.574,215.3,71644.9,2016-08-01,23.591,71429.6,"sjd"
2016,8,22,8.382,33.953,183,63378.2,2016-08-01,25.571,63195.2,"sjd"
2016,8,23,15.855,23.966,53.8,38578,2016-08-01,8.111,38524.2,"sjd"
2016,8,24,16.903,27.075,129.2,60622.6,2016-08-01,10.172,60493.4,"sjd"
2016,8,25,16.427,24.351,32.3,27555.7,2016-08-01,7.924,27523.4,"sjd"
2016,8,26,14.613,28.357,21.5,115734.1,2016-08-01,13.744,115712.6,"sjd"
2016,8,27,16.141,23.004,21.5,22044.6,2016-08-01,6.863,22023.1,"sjd"
2016,8,28,14.804,29.252,96.9,68889.3,2016-08-01,14.448,68792.4,"sjd"
2016,8,29,6.471,27.468,96.9,55111.5,2016-08-01,20.997,55014.6,"sjd"
2016,8,30,12.497,27.665,64.6,115734.1,2016-08-01,15.168,115669.5,"sjd"
2016,8,31,16.237,26,32.3,30311.3,2016-08-01,9.763,30279,"sjd"
2016,9,1,9.768,28.953,53.8,63378.2,2016-09-01,19.185,63324.4,"sjd"
2016,9,2,16.141,23.196,43.1,27555.7,2016-09-01,7.055,27512.6,"sjd"
2016,9,3,13.558,25.319,10.8,33066.9,2016-09-01,11.761,33056.1,"sjd"
2016,9,4,14.325,22.046,21.5,35822.5,2016-09-01,7.721,35801,"sjd"
2016,9,5,13.654,28.159,21.5,77156.1,2016-09-01,14.505,77134.6,"sjd"
2016,9,6,14.613,28.655,21.5,82667.2,2016-09-01,14.042,82645.7,"sjd"
2016,9,7,16.332,25.805,10.8,49600.3,2016-09-01,9.473,49589.5,"sjd"
2016,9,8,14.996,28.953,32.3,176356.7,2016-09-01,13.957,176324.4,"sjd"
2016,9,9,7.381,27.272,10.8,148801,2016-09-01,19.891,148790.2,"sjd"
2016,9,10,15.378,28.357,10.8,68889.3,2016-09-01,12.979,68878.5,"sjd"
2016,9,11,15.951,23.677,32.3,26178,2016-09-01,7.726,26145.7,"sjd"
2016,9,12,16.141,26.195,21.5,30311.3,2016-09-01,10.054,30289.8,"sjd"
2016,9,13,16.141,27.764,21.5,104711.8,2016-09-01,11.623,104690.3,"sjd"
2016,9,14,9.275,25.513,43.1,46844.8,2016-09-01,16.238,46801.7,"sjd"
2016,9,15,13.846,24.158,10.8,27555.7,2016-09-01,10.312,27544.9,"sjd"
2016,9,16,13.076,25.513,32.3,28933.5,2016-09-01,12.437,28901.2,"sjd"
2016,9,17,8.382,23.966,10.8,93689.5,2016-09-01,15.584,93678.7,"sjd"
2016,9,18,7.079,24.738,10.8,57867,2016-09-01,17.659,57856.2,"sjd"
2016,9,19,6.064,23.966,21.5,77156.1,2016-09-01,17.902,77134.6,"sjd"
2016,9,20,14.23,21.091,150.7,55111.5,2016-09-01,6.861,54960.8,"sjd"
2016,9,21,15.282,21.855,312.2,14466.8,2016-09-01,6.573,14154.6,"sjd"
2016,9,22,11.625,22.621,10.8,30311.3,2016-09-01,10.996,30300.5,"sjd"
2016,9,23,5.45,24.448,355.2,148801,2016-09-01,18.998,148445.8,"sjd"
2016,9,24,11.722,24.641,473.6,19977.9,2016-09-01,12.919,19504.3,"sjd"
2016,9,25,14.517,22.142,430.6,37200.2,2016-09-01,7.625,36769.6,"sjd"
2016,9,26,12.69,22.046,236.8,49600.3,2016-09-01,9.356,49363.5,"sjd"
2016,9,27,15.569,24.158,312.2,148801,2016-09-01,8.589,148488.8,"sjd"
2016,9,28,17.189,30.558,279.9,88178.4,2016-09-01,13.369,87898.5,"sjd"
2016,9,29,9.866,30.76,247.6,66133.8,2016-09-01,20.894,65886.2,"sjd"
2016,9,30,12.013,21.091,96.9,20666.8,2016-09-01,9.078,20569.9,"sjd"
2016,10,1,13.365,22.621,236.8,79911.6,2016-10-01,9.256,79674.8,"sjd"
2016,10,2,11.722,19.948,139.9,31689.1,2016-10-01,8.226,31549.2,"sjd"
2016,10,3,1.872,21.951,269.1,33066.9,2016-10-01,20.079,32797.8,"sjd"
2016,10,4,4.519,22.717,193.8,35822.5,2016-10-01,18.198,35628.7,"sjd"
2016,10,5,9.176,20.615,150.7,19289,2016-10-01,11.439,19138.3,"sjd"
2016,10,6,13.461,20.615,129.2,14466.8,2016-10-01,7.154,14337.6,"sjd"
2016,10,7,10.357,21.664,118.4,17911.2,2016-10-01,11.307,17792.8,"sjd"
2016,10,8,13.269,22.142,86.1,23422.4,2016-10-01,8.873,23336.3,"sjd"
2016,10,9,13.558,21.473,75.3,34444.7,2016-10-01,7.915,34369.4,"sjd"
2016,10,10,13.461,19.948,64.6,17911.2,2016-10-01,6.487,17846.6,"sjd"
2016,10,11,15.187,23.484,183,17222.3,2016-10-01,8.297,17039.3,"sjd"
2016,10,12,14.421,18.045,32.3,13089,2016-10-01,3.624,13056.7,"sjd"
2016,10,13,12.883,21.282,43.1,15844.5,2016-10-01,8.399,15801.4,"sjd"
2016,10,14,10.748,20.329,21.5,38578,2016-10-01,9.581,38556.5,"sjd"
2016,10,15,14.613,21.855,10.8,26178,2016-10-01,7.242,26167.2,"sjd"
2016,10,16,15.76,20.71,129.2,14466.8,2016-10-01,4.95,14337.6,"sjd"
2016,10,17,15.091,18.806,107.6,6544.5,2016-10-01,3.715,6436.9,"sjd"
2016,10,18,16.427,22.621,10.8,11711.2,2016-10-01,6.194,11700.4,"sjd"
2016,10,19,16.427,22.525,10.8,12400.1,2016-10-01,6.098,12389.3,"sjd"
2016,10,20,15.951,21.664,75.3,18600.1,2016-10-01,5.713,18524.8,"sjd"
2016,10,21,14.613,21.855,161.5,11022.3,2016-10-01,7.242,10860.8,"sjd"
2016,10,22,15.664,21.187,10.8,17222.3,2016-10-01,5.523,17211.5,"sjd"
2016,10,23,13.461,19.092,53.8,14466.8,2016-10-01,5.631,14413,"sjd"
2016,10,24,12.401,21.569,53.8,11711.2,2016-10-01,9.168,11657.4,"sjd"
2016,10,25,14.613,24.255,21.5,10677.8,2016-10-01,9.642,10656.3,"sjd"
2016,10,26,9.571,23.677,64.6,13777.9,2016-10-01,14.106,13713.3,"sjd"
2016,10,27,12.304,28.555,183,12400.1,2016-10-01,16.251,12217.1,"sjd"
2016,10,28,14.9,25.708,139.9,11711.2,2016-10-01,10.808,11571.3,"sjd"
2016,10,29,11.139,27.567,193.8,12400.1,2016-10-01,16.428,12206.3,"sjd"
2016,10,30,10.455,25.902,53.8,10677.8,2016-10-01,15.447,10624,"sjd"
2016,10,31,13.558,20.71,150.7,10333.4,2016-10-01,7.152,10182.7,"sjd"
2016,11,1,11.625,25.513,43.1,9644.5,2016-11-01,13.888,9601.4,"sjd"
2016,11,2,16.237,23.004,193.8,11022.3,2016-11-01,6.767,10828.5,"sjd"
2016,11,3,12.013,21.855,10.8,9300.1,2016-11-01,9.842,9289.3,"sjd"
2016,11,4,15.187,22.333,21.5,11711.2,2016-11-01,7.146,11689.7,"sjd"
2016,11,5,14.325,17.76,21.5,10677.8,2016-11-01,3.435,10656.3,"sjd"
2016,11,6,0.674,16.046,32.3,22044.6,2016-11-01,15.372,22012.3,"sjd"
2016,11,7,3.578,14.709,21.5,17222.3,2016-11-01,11.131,17200.8,"sjd"
2016,11,8,-0.887,15.378,21.5,10333.4,2016-11-01,16.265,10311.9,"sjd"
2016,11,9,13.365,18.806,226,15844.5,2016-11-01,5.441,15618.5,"sjd"
2016,11,10,5.037,16.713,10.8,11022.3,2016-11-01,11.676,11011.5,"sjd"
2016,11,11,4.727,16.523,43.1,11022.3,2016-11-01,11.796,10979.2,"sjd"
2016,11,12,12.594,18.331,21.5,8611.2,2016-11-01,5.737,8589.7,"sjd"
2016,11,13,8.978,19.567,10.8,9644.5,2016-11-01,10.589,9633.7,"sjd"
2016,11,14,11.819,18.236,43.1,18600.1,2016-11-01,6.417,18557,"sjd"
2016,11,15,11.041,17.95,21.5,13777.9,2016-11-01,6.909,13756.4,"sjd"
2016,11,16,1.764,16.808,21.5,20666.8,2016-11-01,15.044,20645.3,"sjd"
2016,11,17,6.268,15.855,10.8,14466.8,2016-11-01,9.587,14456,"sjd"
2016,11,18,13.173,17.094,150.7,7577.8,2016-11-01,3.921,7427.1,"sjd"
2016,11,19,10.259,16.713,32.3,8266.7,2016-11-01,6.454,8234.4,"sjd"
2016,11,20,15.378,17.094,43.1,3616.7,2016-11-01,1.716,3573.6,"sjd"
2016,11,21,9.866,16.523,96.9,11022.3,2016-11-01,6.657,10925.4,"sjd"
2016,11,22,0.453,13.461,75.3,11022.3,2016-11-01,13.008,10947,"sjd"
2016,11,23,3.998,12.98,75.3,12400.1,2016-11-01,8.982,12324.8,"sjd"
2016,11,24,-0.774,10.651,226,10333.4,2016-11-01,11.425,10107.4,"sjd"
2016,11,25,6.877,10.944,64.6,4477.8,2016-11-01,4.067,4413.2,"sjd"
2016,11,26,10.063,16.713,53.8,24800.2,2016-11-01,6.65,24746.4,"sjd"
2016,11,27,3.155,16.046,129.2,9644.5,2016-11-01,12.891,9515.3,"sjd"
2016,11,28,1.221,16.427,96.9,37200.2,2016-11-01,15.206,37103.3,"sjd"
2016,11,29,7.582,16.141,43.1,8266.7,2016-11-01,8.559,8223.6,"sjd"
2016,11,30,10.944,18.14,32.3,17222.3,2016-11-01,7.196,17190,"sjd"
2016,12,1,13.942,20.043,129.2,17911.2,2016-12-01,6.101,17782,"sjd"
2016,12,2,6.877,18.331,32.3,17911.2,2016-12-01,11.454,17878.9,"sjd"
2016,12,3,13.076,18.045,43.1,5338.9,2016-12-01,4.969,5295.8,"sjd"
2016,12,4,12.207,20.424,236.8,14466.8,2016-12-01,8.217,14230,"sjd"
2016,12,5,5.347,20.615,43.1,12400.1,2016-12-01,15.268,12357,"sjd"
2016,12,6,4.727,20.138,75.3,22044.6,2016-12-01,15.411,21969.3,"sjd"
2016,12,7,8.282,18.331,21.5,10333.4,2016-12-01,10.049,10311.9,"sjd"
2016,12,8,9.669,19.092,96.9,23422.4,2016-12-01,9.423,23325.5,"sjd"
2016,12,9,9.373,19.758,43.1,21355.7,2016-12-01,10.385,21312.6,"sjd"
2016,12,10,11.334,19.853,32.3,49600.3,2016-12-01,8.519,49568,"sjd"
2016,12,11,9.275,18.331,75.3,20666.8,2016-12-01,9.056,20591.5,"sjd"
2016,12,12,2.73,16.618,53.8,22044.6,2016-12-01,13.888,21990.8,"sjd"
2016,12,13,6.674,17.855,32.3,10333.4,2016-12-01,11.181,10301.1,"sjd"
2016,12,14,10.357,14.23,64.6,71644.9,2016-12-01,3.873,71580.3,"sjd"
2016,12,15,6.37,12.401,53.8,5511.1,2016-12-01,6.031,5457.3,"sjd"
2016,12,16,9.373,12.69,32.3,4994.5,2016-12-01,3.317,4962.2,"sjd"
2016,12,17,5.552,17.189,86.1,44089.2,2016-12-01,11.637,44003.1,"sjd"
2016,12,18,10.063,16.141,96.9,9300.1,2016-12-01,6.078,9203.2,"sjd"
2016,12,19,-2.261,13.942,107.6,14466.8,2016-12-01,16.203,14359.2,"sjd"
2016,12,20,-3.316,12.98,86.1,13089,2016-12-01,16.296,13002.9,"sjd"
2016,12,21,-1.341,13.558,53.8,13777.9,2016-12-01,14.899,13724.1,"sjd"
2016,12,22,5.244,15.282,118.4,7577.8,2016-12-01,10.038,7459.4,"sjd"
2016,12,23,4.831,15.282,107.6,15844.5,2016-12-01,10.451,15736.9,"sjd"
2016,12,24,-0.102,13.75,118.4,20666.8,2016-12-01,13.852,20548.4,"sjd"
2016,12,25,0.121,15.187,118.4,12400.1,2016-12-01,15.066,12281.7,"sjd"
2016,12,26,1.656,13.269,107.6,11022.3,2016-12-01,11.613,10914.7,"sjd"
